Tweet,Stock_value,Stock_actual,Time_tweet
"[['breadth', 'cumulative', 'advance', 'decline', 'lines', 'for', 'nyse', 'total', 'and', 'common', 'stock', 'only', 'and', 'spx', 'reached', 'new', 'highs', 'yester']]",2587.55714286,2587.77142857,"[13, 30, 0]"
"[['core', 'durable', 'goods', 'orders', 'yoy', 'the', 'highest', 'rate', 'in', 'yrs']]",2587.55714286,2587.77142857,"[13, 30, 0]"
"[['china', 'is', 'top', 'of', 'my', 'list', 'of', 'risks', 'in']]",2587.55714286,2587.77142857,"[13, 30, 0]"
"[['very', 'interesting', 'emergingmarkets']]",2587.55714286,2587.77142857,"[13, 30, 0]"
"[['rt', 'this', 'alternative', 'measure', 'of', 'stockmarket', 'volatility', 'has', 'fallen', 'to', 'a', 'year', 'low', 'spx', 'vix']]",2587.55714286,2587.77142857,"[13, 30, 0]"
"[['rt', 'the', 'usual', 'charts', 'notice', 'net', 'bullishness', 'is', 'at', 'a', 'record', 'high']]",2587.55714286,2587.77142857,"[13, 30, 0]"
"[['rt', 'on', 'nov', 'th', 'i', 'll', 'be', 'hosting', 'a', 'webinar', 'with', 'from', 'hope', 'to', 'see', 'you', 'there', 'spy', 'vix', 'spx']]",2587.55714286,2587.77142857,"[13, 30, 0]"
"[['low', 'volatility', 'low', 'risk']]",2596.5025,2596.5025,"[9, 20, 29]"
[['lowvolatility']],2596.5025,2596.5025,"[9, 6, 12]"
"[['rt', 'chartbrief', 'no', 'the', 'extraordinary', 'plunge', 'in', 'stockmarket', 'volatility', 'spx', 'vix']]",2592.28,2582.14,"[7, 1, 52]"
"[['rt', 'fundamentals', 'sentiment', 'rolling', 'over', 'from', 'very', 'optimistic', 'levels', 'for', 'both', 'bonds', 'and', 'stocks', 'macro']]",2587.55714286,2587.77142857,"[13, 30, 0]"
"[['very', 'bullish', 'sentiment', 'very', 'low', 'vix', 'everything', 'is', 'great', 'exclamationpoint']]",2587.55714286,2587.77142857,"[13, 30, 0]"
"[['the', 'usual', 'charts', 'notice', 'net', 'bullishness', 'is', 'at', 'a', 'record', 'high']]",2587.55714286,2587.77142857,"[13, 30, 0]"
"[['rt', 'weekly', 'report', 'dm', 'inflation', 'outlook', 'bond', 'yields', 'eurozone', 'economics', 'eurozone', 'equities', 'china', 'ma']]",2587.55714286,2587.77142857,"[13, 30, 0]"
"[['rt', 'your', 'equities', 'view', 'positioning', 'is', 'primary', 'reason', 'in', 'brackets']]",2587.55714286,2587.77142857,"[13, 30, 0]"
"[['rt', 'weekly', 's', 'amp', 'p', 'chartstorm', 'nov']]",2587.55714286,2587.77142857,"[13, 30, 0]"
"[['rt', 'this', 'one', 'is', 'definitely', 'not', 'a', 'spurious', 'correlation', 'progress', 'prosperity', 'h', 't', 'spx', 'turkey', 'macro', 'htt']]",2587.55714286,2587.77142857,"[13, 30, 0]"
"[['rt', 'spurious', 'correlation', 'questionmark', 'h', 't', 'ge', 'vs', 'spx']]",2587.55714286,2587.77142857,"[13, 30, 0]"
"[['rt', 'i', 'looked', 'at', 'this', 'previously', 'attribution', 'analysis', 'it', 's', 'all', 'fintech', 'exclamationpoint', 'exclamationpoint', 'spx', 'xlt', 'xlf']]",2587.55714286,2587.77142857,"[13, 30, 0]"
"[['rt', 'interesting', 'observation', 'tech', 'firms', 'have', 'been', 'a', 'bigly', 'driver', 'of', 'spx', 'returns', 'also', 'banks', 'h', 't']]",2587.55714286,2587.77142857,"[13, 30, 0]"
"[['rt', 'back', 'on', 'winning', 'streaks', 'check', 'out', 'the', 'run', 'of', 'sub', 'vix', 'readings', 'h', 't']]",2587.55714286,2587.77142857,"[13, 30, 0]"
"[['rt', 'pun', 'alert', 'seasonally', 'speaking', 'this', 'time', 'of', 'the', 'year', 'is', 'usually', 'a', 'surprisingly', 'good', 'time', 'spx', 'macro']]",2587.55714286,2587.77142857,"[13, 30, 0]"
"[['boj', 's', 'governor', 'kuroda', 'global', 'economy', 'continues', 'to', 'recover', 'asia', 'economy', 'will', 'be', 'at', 'core', 'of', 'global', 'growth']]",,,"[6, 8, 29]"
"[['australia', 'sells', 'a', 'm', 'of', 'bonds', 'at', 'average', 'yield', 'of', 'and', 'a', 'bid', 'to', 'cover', 'ratio', 'of']]",,,"[6, 7, 6]"
"[['audjpy', 'retail', 'traders', 'are', 'now', 'net', 'short', 'audjpy', 'for', 'the', 'first', 'time', 'since', 'nov', 'see', 'more']]",,,"[6, 0, 36]"
"[['nzd', 'jpy', 'and', 'aud', 'are', 'expected', 'to', 'be', 'the', 'most', 'active', 'majors', 'vs', 'usd', 'with', 'week', 'implied', 'volatility', 'at', 'and', 'respectively']]",2587.55714286,2587.77142857,"[13, 30, 0]"
"[['bank', 'of', 'japan', 's', 'governor', 'kuroda', 'to', 'appear', 'in', 'parliament', 'at', 'pm', 'and', 'pm', 'in', 'gmt', 'this', 'is', 'am', 'and', 'am', 'tuesday', 'respectfully']]",2587.55714286,2587.77142857,"[13, 30, 0]"
"[['usd', 'jpy', 'pivot', 'points', 'daily', 's', 's', 's', 'r', 'r', 'r']]",2587.55714286,2587.77142857,"[13, 30, 0]"
"[['what', 'separates', 'successful', 'traders', 'from', 'those', 'unsuccessful', 'questionmark', 'to', 'find', 'out', 'we', 'studied', 'over', 'million', 'real', 'trades']]",2587.55714286,2587.77142857,"[13, 30, 0]"
"[['ftse', 'the', 'percentage', 'of', 'traders', 'net', 'long', 'is', 'now', 'its', 'highest', 'since', 'nov', 'when', 'ftse', 'traded', 'near']]",2587.55714286,2587.77142857,"[13, 30, 0]"
"[['fed', 's', 'powell', 'says', 'he', 'is', 'committed', 'to', 'look', 'for', 'ways', 'to', 'improve', 'transparency', 'and', 'that', 'they', 'must', 'ensure', 'that', 'the', 'banki']]",2587.55714286,2587.77142857,"[13, 30, 0]"
"[['fed', 's', 'powell', 'says', 'uncertainty', 'requires', 'their', 'policy', 'to', 'stay', 'flexible', 'and', 'that', 'the', 'size', 'of', 'their', 'balance', 'sheet', 'will', 'shrink', 'gradually']]",2587.55714286,2587.77142857,"[13, 30, 0]"
"[['fed', 's', 'powell', 'says', 'he', 'pledges', 'to', 'support', 'the', 'us', 'economy', 's', 'progress', 'towards', 'a', 'full', 'recovery', 'says', 'he', 'will', 'be', 'guided']]",2587.55714286,2587.77142857,"[13, 30, 0]"
"[['fed', 's', 'powell', 'says', 'central', 'bank', 'will', 'weigh', 'deregulation', 'while', 'keeping', 'the', 'core', 'reforms', 'implemented', 'over', 'the', 'years']]",2587.55714286,2587.77142857,"[13, 30, 0]"
"[['fed', 's', 'powell', 'says', 'fed', 'expects', 'interest', 'rates', 'to', 'rise', 'somewhat', 'further']]",2587.55714286,2587.77142857,"[13, 30, 0]"
"[['audjpy', 'the', 'percentage', 'of', 'traders', 'net', 'long', 'is', 'now', 'its', 'lowest', 'since', 'nov', 'when', 'audjpy', 'traded', 'near']]",2587.55714286,2587.77142857,"[13, 30, 0]"
"[['best', 'worst', 'performers', 'majors', 'vs', 'usd', 'today', 'nzd', 'jpy', 'aud', 'chf', 'eur', 'cad']]",2587.55714286,2587.77142857,"[13, 30, 0]"
"[['best', 'worst', 'performers', 'commodities', 'today', 'natural', 'gas', 'spot', 'gold', 'oil', 'brent', 'crude', 'oil', 'us']]",2587.55714286,2587.77142857,"[13, 30, 0]"
"[['fed', 's', 'kacherlakota', 'is', 'due', 'to', 'participate', 'in', 'a', 'panel', 'discussion', 'in', 'an', 'hour', 's', 'time']]",2587.55714286,2587.77142857,"[13, 30, 0]"
"[['best', 'worst', 'performers', 'indices', 'today', 'germany', 'eu', 'stocks', 'japan', 'australia']]",2587.55714286,2587.77142857,"[13, 30, 0]"
"[['best', 'worst', 'performers', 'commodities', 'today', 'spot', 'gold', 'natural', 'gas', 'oil', 'us', 'crude', 'spot', 'silver']]",2587.55714286,2587.77142857,"[13, 30, 0]"
"[['rt', 'trader', 'sentiment', 'may', 'trigger', 'reversal', 'in', 'gold']]",2587.55714286,2587.77142857,"[13, 30, 0]"
"[['mish', 's', 'daily', 'market', 's', 'one', 'arm', 'handstand', 'on', 'the', 'edge', 'of', 'a', 'chair', 'iyt', 'smh']]",2587.55714286,2587.77142857,"[13, 30, 0]"
"[['in', 'my', 'post', 'market', 'work', 'just', 'found', 'ung', 'as', 'classic', 'double', 'the', 'volume', 'reversal', 'pattern', 'potential', 'worth', 'watching']]",2587.55714286,2587.77142857,"[13, 30, 0]"
"[['market', 's', 'one', 'arm', 'handstand', 'on', 'the', 'edge', 'of', 'a', 'chair', 'covered', 'in', 'tonite', 's', 'daily', 'gn', 'all', 'exclamationpoint']]",2587.55714286,2587.77142857,"[13, 30, 0]"
"[['grateful', 'exclamationpoint', 'exclamationpoint', 'xo']]",2587.55714286,2587.77142857,"[13, 30, 0]"
"[['wow', 'thank', 'you', 'exclamationpoint', 'exclamationpoint', 'exclamationpoint', 'i', 'strive', 'to', 'live', 'up', 'to', 'your', 'praise']]",2587.55714286,2587.77142857,"[13, 30, 0]"
"[['egpt', 'one', 'of', 'our', 'country', 'fund', 'buys', 'a', 'few', 'wks', 'ago', 'mg', 's', 'quant', 'model', 'unfazed', 'by', 'recent', 'events', 'up', 'nearly', 'today']]",2587.55714286,2587.77142857,"[13, 30, 0]"
"[['ty', 'john', 'that', 'makes', 'all', 'the', 'time', 'pondering', 'what', 'info', 'helps', 'most', 'so', 'worth', 'it', 'exclamationpoint']]",2587.55714286,2587.77142857,"[13, 30, 0]"
"[['caution', 'on', 'gwph', 'medical', 'pot', 'still', 'out', 'of', 'favor', 'federally']]",2587.55714286,2587.77142857,"[13, 30, 0]"
"[['so', 'iyt', 'topples', 'below', 'bringing', 'iwm', 'down', 'testing', 'old', 'all', 'time', 'high', 'amp', 'xrt', 'back', 'below', 'wk', 'ma', 'w']]",2587.55714286,2587.77142857,"[13, 30, 0]"
"[['iyt', 'weakening']]",2587.55714286,2587.77142857,"[13, 30, 0]"
"[['from', 'a', 'macro', 'standpoint', 'do', 'watch', 'iyt', 'still', 'in', 'a', 'warning', 'phase']]",2587.55714286,2587.77142857,"[13, 30, 0]"
"[['fslr', 'now', 'taking', 'off', 'mentioned', 'last', 'week', 'as', 'still', 'in', 'play', 'see', 'a', 'move', 'to', 'possible']]",2587.55714286,2587.77142857,"[13, 30, 0]"
"[['iyt', 'traded', 'up', 'to', 'resistance', 'should', 'hold', 'if', 'good', 'if', 'fails', 'that', 'level', 'could', 'be', 'early', 'warning', 'sign', 'for', 'more']]",2587.55714286,2587.77142857,"[13, 30, 0]"
"[['feye', 'back', 'above', 'week', 'ma']]",2587.55714286,2587.77142857,"[13, 30, 0]"
"[['rt', 'm', 'gsm', 'mtsc', 'redu', 'tecd', 'tho', 'tour', 't', 'adsk', 'cent', 'ears', 'gsum', 'htht', 'momo', 'mrvl', 'nomd', 'nuan', 'pstg', 'w', 'atkr', 'box', 'dsgx', 'gwr']]",2587.55714286,2587.77142857,"[13, 30, 0]"
"[['gm', 'just', 'another', 'cyber', 'monday', 'exclamationpoint']]",,,"[19, 38, 50]"
"[['rt', 'twtr', 'monthly', 'month', 'chart', 'all', 'this', 'potential', 'energy', 'square', 'is', 'to', 'be', 'converted', 'into', 'kinetic', 'energy', 'about', 'to', 'c']]",2587.55714286,2587.77142857,"[13, 30, 0]"
"[['over', 'is', 'a', 'breakout', 'low', 'risk', 'etsy']]",2587.55714286,2587.77142857,"[13, 30, 0]"
"[['dba', 'current', 'pivotal', 'support', 'level']]",2587.55714286,2587.77142857,"[13, 30, 0]"
"[['the', 'marketgauge', 'team', 'extends', 'best', 'wishes', 'to', 'all', 'amp', 'a', 'special', 'thanks', 'to', 'our', 'extended', 'family', 'of', 'loyal', 'subscribers', 'we']]",2587.55714286,2587.77142857,"[13, 30, 0]"
"[['rt', 'i', 'asked', 'mulvaney', 'how', 'he', 'll', 'run', 'two', 'agencies', 'simultaneously', 'well', 'you', 'can', 'see', 'they', 're', 'near', 'each', 'other']]",2587.55714286,2587.77142857,"[13, 30, 0]"
"[['rt', 'i', 'ran', 'the', 'calculations', 'and', 'found', 'that', 'if', 'you', 'had', 'put', 'into', 'bitcoin', 'a', 'year', 'ago', 'today', 'you', 'd', 'be', 'an', 'annoying', 'prick']]",2594.47333333,,"[19, 56, 53]"
"[['fed', 'sees', 'near', 'term', 'rate', 'hike', 'as', 'likely', 'but', 'inflation', 'doubts', 'grow']]",2587.55714286,2587.77142857,"[13, 30, 0]"
"[['rt', 'i', 'suppose', 'a', 'small', 'open', 'economy', 'slashing', 'its', 'growth', 'forecasts', 'even', 'as', 'global', 'growth', 'picks', 'up', 'at', 'least', 'shows', 'that', 'policymak']]",2587.55714286,2587.77142857,"[13, 30, 0]"
"[['rt', 'might', 'weidmann', 's', 'chances', 'of', 'becoming', 'ecb', 'president', 'rise', 'since', 'frankfurt', 'didn', 't', 'get', 'eba', 'questionmark', 'i', 'look', 'at', 'the', 'issue', 'here']]",2587.55714286,2587.77142857,"[13, 30, 0]"
"[['meg', 'whitman', 'leaves', 'behind', 'a', 'fractured', 'hp', 'with', 'no', 'guarantees']]",2587.55714286,2587.77142857,"[13, 30, 0]"
"[['rt', 'are', 'you', 'saying', 'gary', 'cohn', 'faked', 'a', 'bad', 'connection', 'to', 'get', 'the', 'president', 'off', 'the', 'phone', 'questionmark', 'w']]",2587.55714286,2587.77142857,"[13, 30, 0]"
"[['rt', 'sorry', 'i', 'can', 't', 'tonight', 'i', 'm', 'rinsing', 'out', 'my', 'nose', 'with', 'that', 'kick', 'ass', 'thing', 'i', 'got', 'from', 'the', 'tv']]",2587.55714286,2587.77142857,"[13, 30, 0]"
"[['rt', 'my', 'twitter', 'feed', 'is', 'nothing', 'but', 'liberals', 'telling', 'al', 'franken', 'to', 'resign', 'and', 'conservatives', 'asking', 'why', 'liberals', 'aren', 't', 'telling']]",2594.53,2594.53,"[8, 24, 50]"
"[['rt', 'the', 'arrests', 'in', 'saudi', 'arabia', 'have', 'nothing', 'to', 'do', 'with', 'corruption', 'or', 'everything', 'to', 'do', 'with', 'it']]",2594.53,2594.53,"[8, 2, 13]"
"[['cleveland', 'fed', 's', 'mester', 'doesn', 't', 'think', 'fed', 'policy', 'is', 'suddenly', 'fostering', 'excessive', 'stock', 'market', 'risk', 'taking']]",2587.55714286,2587.77142857,"[13, 30, 0]"
"[['deutsche', 'bank', 'says', 'don', 't', 'sweat', 'the', 'junk', 'bond', 'selloff']]",2587.55714286,2587.77142857,"[13, 30, 0]"
"[['a', 'corporate', 'tax', 'cut', 'is', 'not', 'even', 'close', 'to', 'being', 'priced', 'in', 'by', 'stock', 'market', 'argues', 'ubs']]",2587.55714286,2587.77142857,"[13, 30, 0]"
"[['rt', 'range', 'charging', 'adas', 'cost', 'of', 'operations', 'top', 'the', 'list', 'of', 'reveals', 'that', 'wall', 'street', 'will', 'want', 'to', 'see', 'as', 'tesla', 'unveils', 'it']]",2587.55714286,2587.77142857,"[13, 30, 0]"
"[['why', 'falling', 'correlations', 'may', 'be', 'a', 'sign', 'the', 'stock', 'market', 'has', 'been', 'shocked', 'back', 'to', 'normalcy']]",,,"[19, 31, 37]"
"[['rt', 'tax', 'overhaul', 'backers', 'say', 'corporate', 'rate', 'cut', 'will', 'encourage', 'investment', 'by', 'businesses', 'during', 'wsjceocouncil', 'interview']]",2587.55714286,2587.77142857,"[13, 30, 0]"
"[['rt', 'something', 'else', 'is', 'different', 'here', 'too']]",2587.55714286,2587.77142857,"[13, 30, 0]"
"[['rt', 'moby', 'dick', 'was', 'published', 'on', 'this', 'date', 'in', 'here', 'is', 'the', 'original', 'agreement', 'between', 'herman', 'melville', 'and', 'harper', 'amp', 'brothe']]",2587.55714286,2587.77142857,"[13, 30, 0]"
"[['rt', 'we', 'interrupt', 'this', 'timeline', 'of', 'depressing', 'shit', 'to', 'bring', 'you', 'this', 'a', 'baby', 'lion', 'learning', 'to', 'roar']]",2587.55714286,2587.77142857,"[13, 30, 0]"
"[['rt', 'thank', 'you', 'and', 'the', 'campaign', 'w']]",2594.53,2594.53,"[7, 59, 36]"
"[['rt', 'black', 'friday', 'weekend', 'bby', 'best', 'in', 'class', 'tgt', 'misses', 'the', 'mark', 'more', 'from', 'our', 'founder', 'on']]",2587.55714286,2587.77142857,"[13, 30, 0]"
"[['rt', 'it', 's', 'a', 'happy', 'cyber', 'monday', 'and', 'happy', 'for', 'that', 'matter', 'for', 'amazon', 'and', 'walmart', 'the', 'rest', 'of', 'retail', 'questionmark', 'not', 'so', 'much']]",2587.55714286,2587.77142857,"[13, 30, 0]"
"[['rt', 'just', 'in', 'cyber', 'monday', 'is', 'on', 'track', 'to', 'become', 'the', 'biggest', 'u', 's', 'online', 'shopping', 'day', 'ever', 'according', 'to', 'adobe', 'analytics']]",2587.55714286,2587.77142857,"[13, 30, 0]"
"[['hey', 'sailor', 'cyber', 'monday', 'bargains']]",2587.55714286,2587.77142857,"[13, 30, 0]"
"[['who', 's', 'a', 'good', 'boy', 'questionmark', 'prince', 'harry', 'prince', 'harry', 'is', 'a', 'good', 'boy']]",2587.55714286,2587.77142857,"[13, 30, 0]"
"[['no', 'one', 'is', 'mad', 'at', 'prince', 'harry', 'he', 's', 'a', 'human', 'golden', 'retriever', 'it', 's', 'impossible', 'not', 'to', 'like', 'prince', 'harry']]",2587.55714286,2587.77142857,"[13, 30, 0]"
"[['the', 'windsor', 's', 'have', 'special', 'relationship', 'with', 'germany']]",2587.55714286,2587.77142857,"[13, 30, 0]"
"[['everyone', 'wins', 'especially', 'shawna', 'merry', 'christmas']]",2587.55714286,2587.77142857,"[13, 30, 0]"
"[['it', 's', 'a', 'nice', 'bump', 'domestic', 'market', 'share', 'up', 'for', 'grabs', 'for', 'the', 'first', 'time', 'in', 'decades', 'big', 'opportunity']]",2587.55714286,2587.77142857,"[13, 30, 0]"
"[['of', 'total', 'q', 'retail', 'sales', 'is', 'my', 'guess', 'ecommerce', 'peaks', 'in', 'q', 'was', 'of', 'sales', 'ly']]",2587.55714286,2587.77142857,"[13, 30, 0]"
"[['shorter', 'answer', 'algebra']]",2587.55714286,2587.77142857,"[13, 30, 0]"
"[['aggregate', 'holiday', 'spending', 'will', 'rise', 'online', 'is', 'of', 'total', 'pie', 'generally', 'speaking', 'the', 'early', 'numbers', 'are', 'inflated']]",2587.55714286,2587.77142857,"[13, 30, 0]"
"[['walmart', 'doesn', 't', 'have', 'to', 'beat', 'amzn', 'they', 'have', 'to', 'beat', 'tgt', 'cost', 'et', 'al', 'and', 'they', 'are', 'wmt']]",2594.53666667,,"[19, 58, 36]"
"[['mixed', 'reviews', 'for', 'gritty', 'rudolph', 'reboot']]",2594.47333333,,"[19, 56, 44]"
"[['s', 'amp', 'p', 'k', 'hats', 'will', 'be', 'the', 'only', 'viable', 'currency', 'after', 'the', 'global', 'collapse']]",,,"[19, 40, 22]"
"[['s', 'amp', 'p', 'k', 'prepare', 'hats', 'accordingly']]",,,"[19, 37, 21]"
"[['the', 'retail', 'apocalypse', 'is', 'the', 'ebola', 'outbreak', 'of', 'courage']]",,,"[19, 35, 57]"
"[['rt', 'super', 'easy', 'to', 'research', 'retailers', 'online', 'shop', 'neiman', 's', 'has', 'bondage', 'high', 'tops', 'on', 'page', 'of', 'sneakers', 'not', 'the', 'directi']]",,,"[19, 19, 16]"
"[['searches', 'for', 'retail', 'apocalypse', 'are', 'off']]",,,"[19, 16, 45]"
"[['rt', 'that', 'deal', 'is', 'looking', 'mighty', 'cheap', 'for', 'these', 'days']]",,,"[19, 9, 49]"
"[['how', 'the', 'republican', 'tax', 'plan', 'hikes', 'taxes', 'on', 'the', 'middle', 'class', 'to', 'pay', 'for', 'cuts', 'for', 'corporations', 'and', 'the', 'very', 'wealthy']]",2587.55714286,2587.77142857,"[13, 30, 0]"
"[['writing', 'on', 'junk', 'and', 'how', 'the', 's', 'paved', 'the', 'way', 'to', 'trump', 'and', 'the', 'world', 'we', 'live', 'in', 'today']]",2587.55714286,2587.77142857,"[13, 30, 0]"
"[['rt', 'the', 'tech', 'industry', 's', 'gender', 'discrimination', 'problem', 'by']]",2587.55714286,2587.77142857,"[13, 30, 0]"
"[['rt', 'think', 'congress', 'is', 'bad', 'questionmark', 'try', 'uk', 'parliament', 'where', 'tory', 'mps', 'used', 'to', 'call', 'all', 'women', 'betty', 'men', 'would', 'shout', 'melons', 'while', 'fem']]",2587.55714286,2587.77142857,"[13, 30, 0]"
"[['the', 'gender', 'pay', 'gap', 'in', 'ir', 'jobs', 'is', 'percent', 'according', 'to', 'new', 'study']]",2587.55714286,2587.77142857,"[13, 30, 0]"
"[['how', 'a', 'series', 'of', 'court', 'decisions', 'essentially', 'legalized', 'political', 'corruption', 'in', 'america']]",2587.55714286,2587.77142857,"[13, 30, 0]"
"[['do', 'not', 'make', 'the', 'forbes', 'people', 'angry']]",2587.55714286,2587.77142857,"[13, 30, 0]"
"[['rt', 'the', 'top', 'longreads', 'of', 'the', 'week', 'and']]",2587.55714286,2587.77142857,"[13, 30, 0]"
"[['rt', 'november', 'it', 's', 'the', 'tech', 'issue', 'and', 'there', 's', 'gender', 'discrimination', 'in', 'silicon', 'valley', 'no', 'surprises', 'there', 'read', 'the', 'disrupt']]",2587.55714286,2587.77142857,"[13, 30, 0]"
"[['rt', 'president', 'trump', 'is', 'considering', 'naming', 'omb', 'director', 'mick', 'mulvaney', 'to', 'temporarily', 'lead', 'the', 'cfpb', 'a', 'consumer', 'watchdog', 'agency', 'c']]",2587.55714286,2587.77142857,"[13, 30, 0]"
"[['rt', 'interesting', 'blurb', 'from', 'excellent', 'article', 'on', 'how', 'women', 'in', 'tech', 'are', 'kept', 'quiet', 'via', 'arbitration', 'clauses']]",2587.55714286,2587.77142857,"[13, 30, 0]"
"[['the', 'head', 'of', 'the', 'consumer', 'financial', 'protection', 'bureau', 'is', 'leaving', 'presumably', 'to', 'be', 'replaced', 'by', 'an', 'ashtray', 'or', 'a', 'bloc']]",2587.55714286,2587.77142857,"[13, 30, 0]"
"[['the', 'boom', 'boom', 'room', 'and', 'wall', 'street', 's', 'history', 'of', 'sexual', 'harassment', 'and', 'discrimination', 'cases']]",2587.55714286,2587.77142857,"[13, 30, 0]"
"[['rt', 'i', 've', 'got', 'a', 'new', 'story', 'out', 'about', 'a', 'legal', 'battle', 'between', 'a', 'very', 'big', 'company', 'and', 'a', 'very', 'small', 'one', 'over', 'who', 'gets', 'to', 'track', 'you']]",2587.55714286,2587.77142857,"[13, 30, 0]"
"[['rt', 'i', 'spoke', 'with', 'about', 'lessons', 'hollywood', 'can', 'learn', 'from', 'wall', 'street', 's', 'sex', 'harassment', 'cases']]",2587.55714286,2587.77142857,"[13, 30, 0]"
"[['rt', 'notch', 'another', 'victory', 'for', 'the', 'machines', 'or', 'at', 'least', 'the', 'people', 'who', 'operate', 'them', 'scoop']]",2587.55714286,2587.77142857,"[13, 30, 0]"
"[['fines', 'and', 'penalties', 'for', 'wall', 'street', 'infractions', 'plummeting', 'during', 'the', 'trump', 'administration']]",2587.55714286,2587.77142857,"[13, 30, 0]"
"[['rt', 'when', 'men', 'hold', 'all', 'the', 'power', 'it', 's', 'easy', 'for', 'them', 'to', 'abuse', 'it', 'whether', 'they', 'work', 'in', 'tech', 'hollywood', 'or', 'elsewhere', 'but', 'if', 'st']]",2587.55714286,2587.77142857,"[13, 30, 0]"
"[['rt', 'the', 'tech', 'industry', 's', 'gender', 'discrimination', 'problem']]",2587.55714286,2587.77142857,"[13, 30, 0]"
"[['clips', 'from', 'today', 's', 'halftime', 'report']]",2587.55714286,2587.77142857,"[13, 30, 0]"
"[['really', 'looking', 'forward', 'to', 'this', 'see', 'you', 'tomorrow']]",2587.55714286,2587.77142857,"[13, 30, 0]"
"[['always', 'on', 'brand']]",2587.55714286,2587.77142857,"[13, 30, 0]"
"[['rt', 'if', 'you', 'want', 'to', 'see', 'what', 'america', 'would', 'be', 'like', 'if', 'it', 'ditched', 'net', 'neutrality', 'just', 'look', 'at', 'portugal', 'in']]",2587.55714286,2587.77142857,"[13, 30, 0]"
"[['who', 'questionmark']]",2587.55714286,2587.77142857,"[13, 30, 0]"
"[['honored', 'todd']]",2587.55714286,2587.77142857,"[13, 30, 0]"
"[['rt', 'we', 'spent', 'years', 'demystifying', 'complex', 'topics', 'so', 'others', 'could', 'make', 'better', 'and', 'more', 'informed', 'financial', 'decis']]",2587.55714286,2587.77142857,"[13, 30, 0]"
"[['yes', 'it', 's', 'utter', 'nonsense', 'and', 'not', 'the', 'good', 'kind']]",2587.55714286,2587.77142857,"[13, 30, 0]"
"[['it', 's', 'the', 'laziest', 'most', 'forgettable', 'beatles', 'album', 'with', 'the', 'least', 'consequential', 'tracks', 'don', 't', 'me']]",2587.55714286,2587.77142857,"[13, 30, 0]"
"[['they', 'can', 'name', 'all', 'five', 'kardashian', 'sisters', 'and', 'who', 'they', 've', 'dated']]",2587.55714286,2587.77142857,"[13, 30, 0]"
"[['hold', 'my', 'avocado']]",2587.55714286,2587.77142857,"[13, 30, 0]"
"[['lol', 'exclamationpoint']]",2587.55714286,2587.77142857,"[13, 30, 0]"
"[['small', 'cap', 'value', 'and', 'microcap', 'it', 's', 'illiquidity', 'premium', 'with', 'the', 'magic', 'of', 'having', 'no', 'benchmark', 'none', 'of', 'these', 'people']]",2587.55714286,2587.77142857,"[13, 30, 0]"
"[['same', 'abs', 'but', 'no', 'beard']]",2587.55714286,2587.77142857,"[13, 30, 0]"
"[['rt', 'picked', 'this', 'up', 'today', 'it', 's', 'not', 'at', 'all', 'what', 'he', 'looks', 'like', 'on', 'cnbc']]",2587.55714286,2587.77142857,"[13, 30, 0]"
"[['it', 'just', 'got', 'real']]",2587.55714286,2587.77142857,"[13, 30, 0]"
"[['it', 'just', 'got', 'real', 'bitcoin', 'btc']]",2587.55714286,2587.77142857,"[13, 30, 0]"
"[['lol', 'hope', 'you', 'didn', 't', 'find', 'anything', 'incriminating', 'in', 'the', 'drawers']]",2587.55714286,2587.77142857,"[13, 30, 0]"
"[['rt', 'i', 'ran', 'the', 'calculations', 'and', 'found', 'that', 'if', 'you', 'had', 'put', 'into', 'bitcoin', 'a', 'year', 'ago', 'today', 'you', 'd', 'be', 'an', 'annoying', 'prick']]",,,"[19, 37, 16]"
"[['rt', 'wow', 'exclamationpoint', 'exclamationpoint', 'exclamationpoint', 'btc', 'challenging', 'upper', 'resistance', 'line', 'of', 'parabolic', 'advance', 'this', 'is', 'biggest', 'bull', 'market', 'of', 'my', 'years', 'of', 'as', 'a', 'tr']]",,,"[17, 49, 59]"
"[['yep', 'usd']]",2587.55714286,2587.77142857,"[13, 30, 0]"
"[['crazy', 'stat', 'on', 'this', 'chart', 'btc', 'transaction', 'growth', 'yoy', 'btc', 'price', 'growth', 'yoy']]",2587.55714286,2587.77142857,"[13, 30, 0]"
"[['bitcoin', 'is', 'either', 'massively', 'underutilized', 'or', 'massively', 'overpriced']]",2587.55714286,2587.77142857,"[13, 30, 0]"
"[['while', 'i', 'm', 'market', 'neutral', 'about', 'bitcoin', 'itself', 'i', 'am', 'very', 'bullish', 'about', 'annoying', 'bitcoin', 'articles']]",2587.55714286,2587.77142857,"[13, 30, 0]"
"[['is', 'the', 'us', 'economy', 'about', 'to', 'boom', 'questionmark']]",2587.55714286,2587.77142857,"[13, 30, 0]"
"[['been', 'coming', 'here', 'for', 'years', 'it', 's', 'booming', 'like', 'never', 'before']]",2587.55714286,2587.77142857,"[13, 30, 0]"
"[['tsy', 'rolls', 'bonds', 'so', 'it', 'sells', 'new', 'bonds', 'to', 'finance', 'repayment', 'fed', 'bs', 'shrinks', 'and', 'broad', 'money', 'supply', 'shr']]",2587.55714286,2587.77142857,"[13, 30, 0]"
